Query,SV,EmbeddingsSVRank,BelowThresholdSVRank,Exception,EmptyResult,DemoteSV,BelowThresholdDemoteSV,FineTuningPairs
hindus who are unemployed,indianCensus/Count_Person_Religion_Hindu_NonWorker,0,-1,,,,,
hindus who are not in the workforce,indianCensus/Count_Person_Religion_Hindu_NonWorker,0,-1,,,,,
the number of hindus in rural areas,indianCensus/Count_Person_Religion_Hindu_Rural,0,-1,,,,,
the percentage of hindus in rural areas,indianCensus/Count_Person_Religion_Hindu_Rural,0,-1,,,,,
the proportion of hindus in rural areas,indianCensus/Count_Person_Religion_Hindu_Rural,0,-1,,,,,
the number of hindus living in urban areas,indianCensus/Count_Person_Religion_Hindu_Urban,0,-1,,,,,
the total hindu population in urban areas,indianCensus/Count_Person_Religion_Hindu_Urban,0,-1,,,,,
the number of hindus living in cities,indianCensus/Count_Person_Religion_Hindu_Urban,0,-1,,,,,
number of hindu workers,indianCensus/Count_Person_Religion_Hindu_Workers,0,-1,,,,,
how many hindu workers are there,indianCensus/Count_Person_Religion_Hindu_Workers,1,-1,,,,indianCensus/Count_Person_Religion_Hindu_MainWorker,"# indianCensus/Count_Person_Religion_Hindu_MainWorker -> indianCensus/Count_Person_Religion_Hindu_Workers
how many hindu workers are there,Population of Hindu Workers,1.0834000000000001
how many hindu workers are there,Population: Hinduism, Worker,1.0834000000000001
how many hindu workers are there,number of hindu workers,1.0834000000000001
how many hindu workers are there,number of people who are both hindu and working,1.0834000000000001
how many hindu workers are there,number of people who identify as hindu and have a job,1.0834000000000001
how many hindu workers are there,number of people who practice hinduism and are employed,1.0834000000000001"
how many people in the workforce are hindu,indianCensus/Count_Person_Religion_Hindu_Workers,0,-1,,,,,
the number of hindus below 6 years old,indianCensus/Count_Person_Religion_Hindu_YearsUpto6,0,-1,,,,,
the number of hindus under 6 years old,indianCensus/Count_Person_Religion_Hindu_YearsUpto6,0,-1,,,,,
the number of hindus aged 0-5,indianCensus/Count_Person_Religion_Hindu_YearsUpto6,0,-1,,,,,
the hindu female population is six years younger than the male population,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Female,1,-1,,,,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male,"# indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male -> indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Female
the hindu female population is six years younger than the male population,Hindu Female Population Aged 6 Years Less,1.0405
the hindu female population is six years younger than the male population,Population: 6 Years or Less, Female, Hinduism,1.0405
the hindu female population is six years younger than the male population,hindu females are, on average, 6 years younger than the average female,1.0405
the hindu female population is six years younger than the male population,hindu females are, on average, 6 years younger than the general population,1.0405
the hindu female population is six years younger than the male population,the average age of a hindu female is 6 years less than the average age of a female in the general population,1.0405
the hindu female population is six years younger than the male population,the female hindu population is 6 years younger,1.0405"
hindu women are six years younger than hindu men,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Female,1,-1,,,,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male,"# indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male -> indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Female
hindu women are six years younger than hindu men,Hindu Female Population Aged 6 Years Less,0.991
hindu women are six years younger than hindu men,Population: 6 Years or Less, Female, Hinduism,0.991
hindu women are six years younger than hindu men,hindu females are, on average, 6 years younger than the average female,0.991
hindu women are six years younger than hindu men,hindu females are, on average, 6 years younger than the general population,0.991
hindu women are six years younger than hindu men,the average age of a hindu female is 6 years less than the average age of a female in the general population,0.991
hindu women are six years younger than hindu men,the female hindu population is 6 years younger,0.991"
the average age of hindu women is six years less than the average age of hindu men,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Female,0,-1,,,,,
the number of hindu males aged 6 years or less,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male,0,-1,,,,,
the population of hindu males aged 6 years or less,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male,0,-1,,,,,
the number of hindu males under the age of 6,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Male,0,-1,,,,,
hindus living in rural areas who are 6 years old or younger,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Rural,0,-1,,,,,
hindus who are 6 years old or younger and live in rural areas,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Rural,0,-1,,,,,
hindus under the age of 6 who live in rural areas,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Rural,0,-1,,,,,
urban hindus aged 6 years or older,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Urban,0,-1,,,,,
hindus in urban areas aged 6 years or older,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Urban,0,-1,,,,,
hindus aged 6 years or older living in urban areas,indianCensus/Count_Person_Religion_Hindu_YearsUpto6_Urban,0,-1,,,,,
how many jains are there in the world?,indianCensus/Count_Person_Religion_Jain,0,-1,,,,,
what is the population of jains?,indianCensus/Count_Person_Religion_Jain,0,-1,,,,,
what is the number of jains in the world?,indianCensus/Count_Person_Religion_Jain,0,-1,,,,,
jain women,indianCensus/Count_Person_Religion_Jain_Female,0,-1,,,,,
jain females,indianCensus/Count_Person_Religion_Jain_Female,0,-1,,,,,
jain girls,indianCensus/Count_Person_Religion_Jain_Female,0,-1,,,,,
the number of illiterate jains,indianCensus/Count_Person_Religion_Jain_Illiterate,0,-1,,,,,
the percentage of jains who are illiterate,indianCensus/Count_Person_Religion_Jain_Illiterate,0,-1,,,,,
the proportion of jains who cannot read or write,indianCensus/Count_Person_Religion_Jain_Illiterate,0,-1,,,,,
buddhists who can read and write,indianCensus/Count_Person_Religion_Jain_Literate,-1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_Literate,
buddhists who are educated,indianCensus/Count_Person_Religion_Jain_Literate,-1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_Literate,
buddhists who are literate,indianCensus/Count_Person_Religion_Jain_Literate,-1,-1,,,,indianCensus/Count_Person_Religion_Buddhist_Literate,
the population of jain main workers,indianCensus/Count_Person_Religion_Jain_MainWorker,0,-1,,,,,
the number of jain main workers,indianCensus/Count_Person_Religion_Jain_MainWorker,0,-1,,,,,
the jain main workforce,indianCensus/Count_Person_Religion_Jain_MainWorker,0,-1,,,,,
number of male jains,indianCensus/Count_Person_Religion_Jain_Male,0,-1,,,,,
how many male jains are there,indianCensus/Count_Person_Religion_Jain_Male,0,-1,,,,,
how many jains are male,indianCensus/Count_Person_Religion_Jain_Male,0,-1,,,,,
jain workers who are on the margins of society,indianCensus/Count_Person_Religion_Jain_MarginalWorker,0,-1,,,,,
jain workers who are not well-off,indianCensus/Count_Person_Religion_Jain_MarginalWorker,1,-1,,,,indianCensus/Count_Person_Religion_Jain_Workers,"# indianCensus/Count_Person_Religion_Jain_Workers -> indianCensus/Count_Person_Religion_Jain_MarginalWorker
jain workers who are not well-off,Marginal Jain Workers,1.0766
jain workers who are not well-off,Population: Jainism, Marginal Worker,1.0766
jain workers who are not well-off,jain workers who are not given equal opportunities,1.0766
jain workers who are not well-off,jain workers who are not given the same opportunities as other workers,1.0766
jain workers who are not well-off,jain workers who are not treated fairly,1.0766"
jain workers who are struggling to make ends meet,indianCensus/Count_Person_Religion_Jain_MarginalWorker,0,-1,,,,,
jains who don't work,indianCensus/Count_Person_Religion_Jain_NonWorker,2,-1,,,,indianCensus/Count_Person_Religion_Jain_Workers,"# indianCensus/Count_Person_Religion_Jain_Workers -> indianCensus/Count_Person_Religion_Jain_NonWorker
jains who don't work,Jainist Non-Workers,0.9804999999999999
jains who don't work,Population: Jainism, Non Worker,0.9804999999999999
jains who don't work,jainist people who are not employed,0.9804999999999999
jains who don't work,jainist people who are not in the workforce,0.9804999999999999
jains who don't work,jainist people who are unemployed,0.9804999999999999
jains who don't work,jainist people who don't work,0.9804999999999999"
jains who are unemployed,indianCensus/Count_Person_Religion_Jain_NonWorker,0,-1,,,,,
jains who are not employed,indianCensus/Count_Person_Religion_Jain_NonWorker,2,-1,,,,indianCensus/Count_Person_Religion_Jain_Workers,"# indianCensus/Count_Person_Religion_Jain_Workers -> indianCensus/Count_Person_Religion_Jain_NonWorker
jains who are not employed,Jainist Non-Workers,1.0367
jains who are not employed,Population: Jainism, Non Worker,1.0367
jains who are not employed,jainist people who are not employed,1.0367
jains who are not employed,jainist people who are not in the workforce,1.0367
jains who are not employed,jainist people who are unemployed,1.0367
jains who are not employed,jainist people who don't work,1.0367"
jain population in rural areas,indianCensus/Count_Person_Religion_Jain_Rural,0,-1,,,,,
number of jains in rural areas,indianCensus/Count_Person_Religion_Jain_Rural,0,-1,,,,,
jains living in rural areas,indianCensus/Count_Person_Religion_Jain_Rural,0,-1,,,,,
the number of jains in urban areas,indianCensus/Count_Person_Religion_Jain_Urban,0,-1,,,,,
the jain population in urban areas,indianCensus/Count_Person_Religion_Jain_Urban,0,-1,,,,,
the number of people who follow jainism in urban areas,indianCensus/Count_Person_Religion_Jain_Urban,0,-1,,,,,
people who work for jain companies,indianCensus/Count_Person_Religion_Jain_Workers,0,-1,,,,,
jain employees,indianCensus/Count_Person_Religion_Jain_Workers,0,-1,,,,,
jain workers in the workforce,indianCensus/Count_Person_Religion_Jain_Workers,0,-1,,,,,
the number of jains under the age of 6,indianCensus/Count_Person_Religion_Jain_YearsUpto6,0,-1,,,,,
the jain population under 6,indianCensus/Count_Person_Religion_Jain_YearsUpto6,0,-1,,,,,
the number of jain children,indianCensus/Count_Person_Religion_Jain_YearsUpto6,1,-1,,,,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural,"# indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural -> indianCensus/Count_Person_Religion_Jain_YearsUpto6
the number of jain children,Jainist Population Aged 6 Years or Less,0.9480999999999999
the number of jain children,Population: 6 Years or Less, Jainism,0.9480999999999999
the number of jain children,jain population aged 6 and below,0.9480999999999999
the number of jain children,jain population under 6 years old,0.9480999999999999
the number of jain children,jains aged 6 and under,0.9480999999999999
the number of jain children,number of jains aged 6 or younger,0.9480999999999999"
the number of jain females aged below 6 years in india,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Female,0,-1,,,,,
the jain female population in india aged below 6 years,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Female,0,-1,,,,,
the number of jain girls aged below 6 years in india,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Female,0,-1,,,,,
urban jainist males up to 6 years old,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Male,0,-1,,,,,
jainist males up to 6 years old in urban areas,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Male,0,-1,,,,,
urban jainist boys up to 6 years old,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Male,0,-1,,,,,
jains under 6 in rural areas,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural,1,-1,,,,indianCensus/Count_Person_Religion_Jain_Rural,"# indianCensus/Count_Person_Religion_Jain_Rural -> indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural
jains under 6 in rural areas,Jainists Aged 6 Years or Less In Rural Areas,1.028
jains under 6 in rural areas,Population: 6 Years or Less, Rural, Jainism,1.028
jains under 6 in rural areas,jain children under 6 in rural areas,1.028
jains under 6 in rural areas,jain kids under 6 in rural areas,1.028
jains under 6 in rural areas,jain under-6s in rural areas,1.028
jains under 6 in rural areas,jains under 6 in rural areas,1.028"
jain children under 6 in rural areas,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural,0,-1,,,,,
jains aged 6 or younger in rural areas,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural,1,-1,,,,indianCensus/Count_Person_Religion_Jain_YearsUpto6_Urban,"# indianCensus/Count_Person_Religion_Jain_YearsUpto6_Urban -> indianCensus/Count_Person_Religion_Jain_YearsUpto6_Rural
jains aged 6 or younger in rural areas,Jainists Aged 6 Years or Less In Rural Areas,1.0715000000000001
jains aged 6 or younger in rural areas,Population: 6 Years or Less, Rural, Jainism,1.0715000000000001
jains aged 6 or younger in rural areas,jain children under 6 in rural areas,1.0715000000000001
jains aged 6 or younger in rural areas,jain kids under 6 in rural areas,1.0715000000000001
jains aged 6 or younger in rural areas,jain under-6s in rural areas,1.0715000000000001
jains aged 6 or younger in rural areas,jains under 6 in rural areas,1.0715000000000001"
